beta,alpha,delta
0.74769,0.15725999999999998,0.030639
0.32716999999999996,0.10216,0.031861
0.6295,0.13892000000000002,0.028730000000000002
0.3875,0.3189,0.043331
0.59951,0.37718,0.011551
0.55294,0.20964000000000002,0.03938
0.65765,0.18429,0.033645
0.69231,0.15892,0.044387
0.17033,0.10797999999999999,0.016018
0.48141999999999996,0.31063,0.029681
0.6603399999999999,0.41893,0.032619999999999996
0.28501,0.16895,0.019968
0.40574,0.17296,0.03809
0.50877,0.38911999999999997,0.020279
0.20615,0.15377000000000002,0.049538
0.28785,0.21058000000000002,0.036087
0.4825,0.25223,0.036644
0.33766999999999997,0.1557,0.02422
0.71804,0.33615,0.012404
0.61503,0.5359,0.045147
0.6663600000000001,0.59548,0.031031
0.22994,0.12764,0.046852
0.69949,0.61302,0.014426
0.5836600000000001,0.5061,0.025563
0.52717,0.36496,0.03115
0.19671,0.1189,0.03808
0.55214,0.20949,0.020229
0.32971999999999996,0.25351999999999997,0.020134
0.28829,0.14081,0.021415
0.31651,0.20815999999999998,0.024928
0.7700199999999999,0.31861,0.049463
0.5854699999999999,0.33766,0.027093
0.5908,0.14165,0.020364
0.27952,0.21934,0.035278
0.64558,0.5348,0.041535
0.21278000000000002,0.154,0.030487
0.41585,0.24193,0.021002
0.31654,0.14112,0.010405
0.5998899999999999,0.26709,0.040264999999999995
0.20761999999999997,0.12609,0.014957
0.69491,0.52783,0.039408
0.37121,0.22434,0.01739
0.16313,0.10505,0.013080000000000001
0.39787,0.10037,0.025695
0.50895,0.20176,0.032975
0.66064,0.36871,0.023258
0.51225,0.11413,0.021721
0.42683000000000004,0.2609,0.039631
0.6761199999999999,0.56093,0.024613999999999997
0.54889,0.43101999999999996,0.030791000000000002
0.56047,0.48532,0.015156999999999999
0.7995800000000001,0.34348,0.026319
0.20742,0.14299,0.014178
0.64449,0.18674000000000002,0.022622
0.42071000000000003,0.13819,0.017564
0.79652,0.62768,0.04028
0.69292,0.55505,0.04033
0.46058999999999994,0.40383,0.020663
0.38413,0.13885,0.042055
0.54385,0.46663999999999994,0.046909
0.27164,0.1089,0.034599
0.74393,0.26929000000000003,0.031695999999999995
0.54619,0.28374,0.020756999999999998
0.31427,0.17526,0.045600999999999996
0.40941,0.21591,0.016273
0.19591,0.1359,0.033538
0.48666000000000004,0.36861,0.011911
0.7570100000000001,0.59818,0.029213
0.21674000000000002,0.13581,0.031403
0.7440399999999999,0.2101,0.010056
0.45211,0.33938,0.018862
0.47498999999999997,0.30444,0.027357
0.42383999999999994,0.36403,0.029932999999999998
0.70453,0.6073,0.031762
0.16280999999999998,0.10840999999999999,0.016402
0.66819,0.20424,0.018843000000000002
0.23385,0.10720999999999999,0.020468
0.37836,0.27425,0.026022000000000003
0.79359,0.34955,0.033708
0.70008,0.5990800000000001,0.043873
0.76108,0.54533,0.018047
0.73138,0.38322,0.036844
0.75448,0.19644,0.02899
0.73209,0.45408000000000004,0.03117
0.6233,0.34745,0.044173000000000004
0.35085,0.15484,0.01166
0.7470100000000001,0.69329,0.025111
0.75313,0.22579000000000002,0.030922
0.48978,0.25751999999999997,0.044522000000000006
0.44601,0.14901,0.024217
0.30874,0.15292999999999998,0.02273
0.66698,0.21624000000000002,0.023780000000000003
0.50697,0.36834,0.040941000000000005
0.42371000000000003,0.27974,0.026083
0.48135,0.43085,0.031223
0.31725,0.24354,0.01075
0.32811999999999997,0.21689,0.034684
0.77184,0.33078,0.045822
0.42991999999999997,0.25469,0.038616000000000004
0.34159,0.18519000000000002,0.019499000000000002
0.59292,0.30749,0.033234
0.61657,0.30325,0.045672000000000004
0.51058,0.33205,0.018219
0.73837,0.65601,0.016416999999999998
0.30404000000000003,0.20026,0.027927999999999998
0.34196,0.22211999999999998,0.019865
0.5461,0.45558999999999994,0.013961000000000001
0.62478,0.40976999999999997,0.023815
0.21800999999999998,0.14247,0.047514999999999995
0.74421,0.35172,0.048552
0.19280999999999998,0.13612,0.026395
0.59821,0.27991,0.027953
0.57231,0.27332,0.040255
0.55707,0.21498,0.036019
0.22263000000000002,0.14513,0.043544
0.26953,0.16213,0.019118
0.7429,0.16849,0.021450999999999998
0.34110999999999997,0.27889,0.017286000000000003
0.66269,0.57176,0.030666000000000002
0.2497,0.13507,0.043769
0.37514000000000003,0.21108000000000002,0.030978
0.32205,0.21235,0.042987
0.47726,0.19555999999999998,0.0394
0.63798,0.24716,0.016137000000000002
0.47455,0.40552,0.013687000000000001
0.49291999999999997,0.20961,0.033852999999999994
0.75393,0.39641,0.02093
0.41028000000000003,0.26614,0.02222
0.69547,0.49893999999999994,0.015184
0.74259,0.48904,0.032412
0.55438,0.47451000000000004,0.047563999999999995
0.33279000000000003,0.14618,0.014657
0.28648,0.15838,0.034089999999999995
0.51252,0.22080999999999998,0.040516
0.7809999999999999,0.7116899999999999,0.032628
0.27393,0.13294,0.041419
0.6241,0.5667,0.025583
0.43831000000000003,0.18567,0.045194
0.48768999999999996,0.24235,0.046026
0.30074,0.20561,0.025179
0.32253000000000004,0.22268000000000002,0.024106
0.26604,0.1247,0.024362
0.5846899999999999,0.14423,0.04655
0.36824,0.28586999999999996,0.035936
0.28355,0.22695,0.038331
0.62243,0.47741999999999996,0.035069
0.72934,0.45441000000000004,0.02949
0.44361000000000006,0.34891,0.024873
0.33071,0.14547000000000002,0.013208000000000001
0.17607,0.11632999999999999,0.033846
0.44364,0.2125,0.029204
0.70309,0.49422,0.025131
0.38516999999999996,0.18850999999999998,0.048481
0.2764,0.1685,0.037085
0.7982600000000001,0.58075,0.036591000000000005
0.5289,0.35575999999999997,0.047294
0.71132,0.58597,0.03907
0.16241,0.11119000000000001,0.033042
0.22701,0.11817000000000001,0.034323
0.5102300000000001,0.16045,0.045094
0.55865,0.30185,0.041289
0.33166999999999996,0.15545,0.015581
0.59167,0.5128199999999999,0.016506
0.16714,0.11653,0.032842
0.2272,0.10181,0.045189
0.6069,0.22395,0.026741
0.3928,0.33978,0.017830000000000002
0.1803,0.10137,0.011645
0.20818000000000003,0.12265999999999999,0.031699
0.72238,0.42949,0.048648000000000004
0.29138000000000003,0.11207,0.029802999999999996
0.50372,0.30615,0.035026
0.29165,0.22334,0.044624000000000004
0.43200000000000005,0.27078,0.02924
0.59692,0.43832,0.036331
0.79495,0.23492,0.049767
0.21879,0.14979,0.030251999999999998
0.26249,0.17035999999999998,0.022316
0.6794399999999999,0.14897,0.032568
0.23842,0.13851,0.019247
0.30838000000000004,0.13183,0.0468
0.49301999999999996,0.34269,0.043472000000000004
0.66154,0.60993,0.014730000000000002
0.71988,0.22300999999999999,0.015387
0.75143,0.25635,0.023594
0.66585,0.14674,0.020008
0.3887,0.13412000000000002,0.038859
0.46693,0.13025,0.017339
0.1751,0.10912000000000001,0.047616000000000006
0.47013,0.17920999999999998,0.030516
0.55529,0.13213,0.0164
0.6493899999999999,0.27913000000000004,0.025762
0.7789,0.44036000000000003,0.027415
0.44748999999999994,0.19408,0.019063
0.28424,0.22188000000000002,0.011384
0.7478,0.41552,0.040705
0.7251,0.18237,0.024446000000000002
0.26036,0.16616,0.013347
0.61921,0.26066,0.020344
0.23401,0.15497,0.026662
0.6733100000000001,0.12142,0.022213999999999998
0.67629,0.15408,0.02279
0.3137,0.12702,0.048859
0.54655,0.17082,0.03238
0.17249,0.11384000000000001,0.048712
0.18921,0.11083,0.027466
0.16710999999999998,0.11597,0.047874
0.46143999999999996,0.2905,0.035535000000000004
0.79543,0.42733999999999994,0.020824000000000002
0.37718,0.22218000000000002,0.036967
0.54866,0.46508,0.042307
0.36051,0.21979,0.040215
0.38415,0.11565999999999999,0.02166
0.4115,0.34312,0.04206
0.303,0.25154,0.032541
0.34934,0.19495,0.019122
0.71148,0.5733699999999999,0.011575
0.49251000000000006,0.15891,0.018093
0.39571,0.21928000000000003,0.046874
0.68799,0.5335,0.022489
0.71317,0.53422,0.019615999999999998
0.52982,0.14464000000000002,0.048513
0.7419899999999999,0.21656999999999998,0.032633999999999996
0.75483,0.32754,0.048434
0.63189,0.25178,0.038325
0.23869,0.14413,0.018146000000000002
0.55432,0.14375,0.029587000000000002
0.3633,0.31053000000000003,0.021752
0.40499,0.31396999999999997,0.035594
0.32085,0.20545,0.022591999999999998
0.28465,0.10557000000000001,0.027574
0.297,0.23883000000000001,0.032760000000000004
0.42598,0.14094,0.02738
0.64803,0.47986,0.048489
0.32502,0.17440999999999998,0.036877
0.48708999999999997,0.13223,0.023778
0.61314,0.10388,0.016794
0.5883,0.23095,0.026465
0.15109,0.10039,0.02011
0.78996,0.67405,0.039279
0.58849,0.19557,0.046688
0.22755,0.15492,0.045211
0.56562,0.32123,0.034225
0.7065899999999999,0.57458,0.036452
0.16469,0.10178,0.024352000000000002
0.72235,0.58622,0.032169
0.17203,0.11603,0.023614
0.75615,0.57353,0.046771
0.73922,0.31879,0.032686
0.47042,0.39238,0.045771
0.20776,0.14246,0.047706
0.41677,0.10680999999999999,0.037364
0.58406,0.1183,0.038077
0.23290999999999998,0.13809000000000002,0.042839999999999996
0.52682,0.39649,0.047555
0.6257,0.28804,0.022991
0.22871,0.12161,0.014663999999999998
0.26218,0.13752,0.044929000000000004
0.60165,0.37776,0.042010000000000006
0.19424,0.11417000000000001,0.025378
0.24602,0.16313,0.048904
0.4468,0.28123000000000004,0.033268
0.40731999999999996,0.34133,0.040891000000000004
0.52264,0.37432,0.033536
0.6995399999999999,0.11724000000000001,0.018936
0.47371,0.4095,0.019828
0.42446999999999996,0.31038000000000004,0.018971000000000002
0.23459000000000002,0.14672000000000002,0.049423
0.75597,0.39358000000000004,0.037342
0.65215,0.53645,0.045781999999999996
0.38961,0.22594,0.040395
0.6682100000000001,0.1519,0.033617
0.49241,0.19421,0.047754000000000005
0.66785,0.2391,0.018105
0.21489,0.10609,0.023316
0.7449600000000001,0.58837,0.049523000000000005
0.76668,0.40024,0.025305
0.32816,0.14584,0.049522000000000004
0.49953000000000003,0.10702,0.044642
0.6804,0.30632,0.035116
0.44976000000000005,0.28658,0.044726
0.7538199999999999,0.21629,0.043834
0.18534,0.11360999999999999,0.021184
0.20018,0.10983,0.014661000000000002
0.48085,0.1204,0.048169
0.3283,0.13324,0.044244
0.2958,0.20672,0.018067
0.44285,0.19075999999999999,0.02041
0.61784,0.381,0.018822
0.41905,0.30303,0.010332
0.22687,0.12517,0.013784000000000001
0.26595,0.15181,0.012059
0.61585,0.47691999999999996,0.040737
0.38679,0.23039,0.031561
0.50742,0.31995999999999997,0.042358
0.36834,0.13434000000000001,0.021643
0.46305,0.16507,0.023111000000000003
0.47678999999999994,0.2333,0.037951
0.38885,0.18646,0.02027
0.28845,0.10614000000000001,0.03234
0.6562,0.13233,0.02286
0.69114,0.17986,0.028366000000000002
0.59817,0.42876000000000003,0.03974
0.29196,0.21108000000000002,0.049522000000000004
0.17123,0.1136,0.049098
0.25078,0.10914000000000001,0.011303
0.77773,0.34379,0.014475
0.21824000000000002,0.14407,0.034167
0.33303,0.24866999999999997,0.034928
0.1766,0.10658,0.030944
0.28924,0.2043,0.048892000000000005
0.42861000000000005,0.29464,0.037896
0.77249,0.38395,0.039145
0.6470600000000001,0.55298,0.049417
0.74222,0.18650999999999998,0.042789
0.6579699999999999,0.39218000000000003,0.034557
0.33294,0.22826,0.030833
0.34003,0.24828000000000003,0.027545999999999998
0.62051,0.18491,0.023169
0.6210600000000001,0.52058,0.024038
0.65672,0.5394,0.011828
0.75954,0.32469000000000003,0.024874
0.50727,0.26636,0.048466
0.26527,0.13530999999999999,0.030189999999999998
0.28274,0.1386,0.02017
0.62673,0.5192899999999999,0.047348
0.20359000000000002,0.12379000000000001,0.021209
0.56318,0.28411,0.01872
0.15662,0.10052,0.045398
0.77471,0.35049,0.019173
0.46076999999999996,0.40806,0.025925999999999998
0.2331,0.14953,0.039512
0.1825,0.11397,0.025794
0.53598,0.29078000000000004,0.020087
0.29823,0.13938,0.012075
0.36196999999999996,0.26429,0.042475
0.54176,0.20372,0.026613
0.177,0.11545,0.010616
0.5916100000000001,0.43578,0.018257
0.37806,0.15112,0.034887
0.27174,0.13698,0.018552000000000003
0.5471699999999999,0.28745,0.014411000000000002
0.34023000000000003,0.27147,0.043198
0.6321,0.24084,0.012949
0.39132,0.18879,0.029761000000000003
0.33979000000000004,0.18263,0.035802
0.53518,0.37988,0.031121
0.66485,0.4697,0.016616
0.52886,0.162,0.019607
0.27816,0.10615999999999999,0.011290000000000001
0.19083,0.10520999999999998,0.037870999999999995
0.6256,0.37128,0.024161000000000002
0.58619,0.38503000000000004,0.045982999999999996
0.62012,0.52069,0.016890000000000002
0.5008100000000001,0.38761,0.020163999999999998
0.23081999999999997,0.10342,0.047629000000000005
0.34986,0.23888,0.036568
0.57927,0.21899000000000002,0.04225
0.58295,0.44598999999999994,0.011994
0.31506,0.1028,0.015007
0.59396,0.1918,0.018384
0.5725600000000001,0.46908,0.021737
0.43772,0.20939000000000002,0.036998
0.48415,0.31918,0.037538
0.78796,0.23468000000000003,0.031852
0.29165,0.2065,0.044430000000000004
0.58055,0.23106999999999997,0.029604000000000002
0.3672,0.24563000000000001,0.029077
0.77654,0.23168000000000002,0.030804
0.40587,0.23755,0.030075
0.44582,0.11832999999999999,0.014019
0.23475,0.157,0.031276
0.45358999999999994,0.13632,0.012025
0.31389,0.25837,0.036563
0.40055999999999997,0.3483,0.03652
0.23214,0.14149,0.031255
0.38177,0.16296,0.042167
0.56618,0.25381,0.027117000000000002
0.21191,0.15975,0.012288
0.76562,0.45616,0.01598
0.79433,0.6039800000000001,0.034948
0.51661,0.4568,0.039314999999999996
0.26366999999999996,0.10332999999999999,0.035873
0.50383,0.12615,0.020654
0.6611199999999999,0.21873,0.023456
0.77582,0.16902999999999999,0.031550999999999996
0.52225,0.25549,0.022895
0.72151,0.23496999999999998,0.038543
0.49401000000000006,0.4081,0.014764
0.15505,0.10275,0.023865
0.7133,0.50783,0.011748999999999999
0.19741,0.13327999999999998,0.045600999999999996
0.69319,0.6049399999999999,0.042479
0.45392,0.20142000000000002,0.015609
0.29782,0.2185,0.01395
0.61966,0.50342,0.045529
0.6117199999999999,0.53003,0.023875999999999998
0.59731,0.44122,0.026483999999999997
0.51912,0.22125,0.036459
0.32606,0.20444,0.011094
0.59967,0.4769,0.034793
0.32061999999999996,0.1464,0.013584
0.70018,0.63798,0.043335000000000005
0.21756,0.11997000000000001,0.018353
0.73498,0.5960300000000001,0.04981
0.71921,0.26172,0.037236
0.27204,0.16012,0.043219
0.28673000000000004,0.20159000000000002,0.013106999999999999
0.30788000000000004,0.24606999999999998,0.031942
0.64373,0.37489,0.037254
0.68608,0.16889,0.047474
0.70808,0.6326,0.04782
0.45807,0.11517000000000001,0.011579
0.72907,0.20976,0.039238999999999996
0.62493,0.26424000000000003,0.023836000000000003
0.44164,0.16801,0.03621
0.26368,0.14454,0.045052999999999996
0.73236,0.39878,0.021735
0.36325,0.20751999999999998,0.028295999999999998
0.21615,0.12761,0.038654
0.5655899999999999,0.31661,0.023052
0.56023,0.341,0.026557
0.21049,0.1421,0.040063999999999995
0.58785,0.16363,0.018006
0.51858,0.19925,0.023787
0.51969,0.10564000000000001,0.016235
0.24115999999999999,0.15428,0.013625
0.38437,0.11083,0.029985
0.48253,0.31344,0.025747000000000003
0.38795,0.20854,0.027578
0.49493000000000004,0.17662,0.035407
0.69247,0.49486,0.027721
0.58638,0.44791000000000003,0.012851
0.33814,0.17887,0.018897
0.34204,0.23333,0.046544
0.40071999999999997,0.30149000000000004,0.043662
0.65187,0.34789000000000003,0.029513
0.71514,0.5977899999999999,0.023191
0.52489,0.19539,0.035316
0.70343,0.42662,0.042585000000000005
0.48057,0.4139,0.024952000000000002
0.19680999999999998,0.10303,0.029181
0.789,0.12420999999999999,0.038541000000000006
0.34836999999999996,0.22935,0.035664999999999995
0.50265,0.21698,0.016674
0.76066,0.52779,0.032249
0.46835,0.17139000000000001,0.015544
0.43161000000000005,0.17577,0.036566
0.4146,0.20564000000000002,0.026792000000000003
0.63263,0.53815,0.016766
0.59678,0.45151,0.046777
0.68028,0.19489,0.046017
0.44006000000000006,0.19435999999999998,0.0383
0.4941,0.32278,0.031804
0.73816,0.16134,0.044804000000000004
0.55462,0.44601999999999997,0.015631
0.7853899999999999,0.15135,0.017638
0.31292,0.10852,0.014353999999999999
0.67732,0.30868,0.025006999999999998
0.59642,0.3438,0.017666
0.3517,0.12511,0.034919
0.27441,0.17128,0.0342
0.5431,0.47625,0.041671
0.66728,0.4297,0.011336
0.62697,0.37874,0.049367
0.61337,0.51368,0.039361
0.24618,0.19407,0.049968
0.29791999999999996,0.11873,0.012824
0.75113,0.30146,0.045728
0.7289800000000001,0.60614,0.048611
0.79306,0.6898,0.042477
0.7058,0.61742,0.013413999999999999
0.27176,0.12532000000000001,0.025325
0.23131999999999997,0.18003,0.046806
0.66794,0.52986,0.010264
0.17737,0.1076,0.041123
0.30593000000000004,0.23418000000000003,0.038368
0.40103,0.20623000000000002,0.036376
0.5584899999999999,0.46963999999999995,0.040123
0.58837,0.43003,0.02068
0.5755399999999999,0.44981000000000004,0.049713
0.23309000000000002,0.17683,0.026451
0.44323999999999997,0.13893,0.028241000000000002
0.1812,0.12674000000000002,0.033139999999999996
0.51586,0.31176,0.047908
0.6036600000000001,0.44543,0.010536
0.36108,0.1475,0.025315
0.61249,0.45881000000000005,0.01949
0.27304,0.1906,0.012503
0.71712,0.33053,0.017282
0.56723,0.16319,0.027537
0.7407199999999999,0.11445,0.019284
0.39096,0.16241,0.014462000000000001
0.5915600000000001,0.43533999999999995,0.048614
0.42965,0.32842,0.047341
0.64927,0.52263,0.040859
0.15352000000000002,0.10302,0.045235000000000004
0.4122,0.29903,0.03495
0.27631,0.15866,0.03279
0.36671,0.29878000000000005,0.026771
0.61229,0.42731,0.035963
0.44772,0.26815,0.014137
0.48833000000000004,0.30344,0.017329
0.57838,0.40236,0.03703
0.56619,0.37934,0.029369
0.26187,0.18397,0.020569999999999998
0.7836,0.45975,0.021644999999999998
0.71172,0.61556,0.016301
0.36364,0.18857000000000002,0.021918
0.55708,0.44133999999999995,0.028850999999999998
0.17563,0.12122000000000001,0.023728
0.71519,0.31874,0.048625
0.71167,0.6110300000000001,0.039279
0.16159,0.10265,0.043789
0.25623,0.16674,0.020058000000000003
0.7739699999999999,0.60826,0.034695
0.28118000000000004,0.15577,0.038973
0.46567,0.36853,0.02417
0.40219,0.11132,0.04999
0.19975,0.14852,0.011301
0.54862,0.23153,0.01351
0.70908,0.23054000000000002,0.02965
0.75673,0.60083,0.013543000000000001
0.271,0.20974,0.031070999999999998
0.6833199999999999,0.10113,0.019576
0.4975,0.27864,0.01093
0.6180899999999999,0.5391,0.025426
0.52928,0.26508000000000004,0.031216000000000004
0.48034,0.27486,0.025476
0.31146,0.22814,0.035617
0.34884,0.11531,0.020424
0.56618,0.24399,0.034976
0.57485,0.30634,0.033438
0.64681,0.58758,0.015361000000000001
0.76849,0.30277,0.029543
0.54168,0.12934,0.036899
0.43763,0.38264000000000004,0.02471
0.49151000000000006,0.18242,0.039731
0.38159,0.10125,0.010998
0.35569,0.19315,0.044258
0.42222,0.23448000000000002,0.019485
0.53627,0.18719,0.017294
0.33446,0.10865999999999999,0.013881999999999999
0.7571,0.3032,0.029622000000000002
0.57686,0.40883,0.046084
0.6712199999999999,0.17493,0.013891999999999998
0.23742,0.17823,0.047062
0.6674100000000001,0.22193000000000002,0.030496
0.30241,0.21163,0.019855
0.53738,0.36893000000000004,0.016076
0.6383300000000001,0.49663999999999997,0.027605
0.36085,0.12487999999999999,0.03135
0.73082,0.24201999999999999,0.037843
0.40073000000000003,0.32511999999999996,0.023361
0.5788300000000001,0.28429,0.026465
0.54223,0.27812,0.012729
0.24333000000000002,0.12767,0.028331
0.20457999999999998,0.14222,0.014081999999999999
0.6653899999999999,0.1304,0.023326
0.44346,0.12711,0.038298
0.5053300000000001,0.43326000000000003,0.010809000000000001
0.43383999999999995,0.19125,0.041378
0.41961000000000004,0.28541,0.022040999999999998
0.43188999999999994,0.14019,0.03009
0.6564399999999999,0.54069,0.022763
0.6008,0.34371,0.026957
0.73765,0.10930999999999999,0.027270999999999997
